,Name,Country,revid,0,Population,article_quality
416,Concy Aciro,Uganda,795100048,Start,40141000,Start
417,Peace Mutuuzo,Uganda,795181968,Start,40141000,Start
418,Patrick Kayemba,Uganda,795404749,Stub,40141000,Stub
419,Alengot Oromait,Uganda,795458281,Start,40141000,Start
420,Beti Kamya-Turwomwe,Uganda,796177970,C,40141000,C
421,Abdu Katuntu,Uganda,796406864,Stub,40141000,Stub
422,Loyce Biira Bwambale,Uganda,796684047,Start,40141000,Start
423,Mike Kennedy Sebalu,Uganda,796694225,Stub,40141000,Stub
424,Miria Matembe,Uganda,796695675,Start,40141000,Start
425,Kalema of Buganda,Uganda,796808819,Start,40141000,Start
426,Maria Mutagamba,Uganda,796899099,C,40141000,C
427,Sarah Achieng Opendi,Uganda,796991691,Start,40141000,Start
428,Benedicto Kiwanuka,Uganda,797399615,Start,40141000,Start
429,Yusuf Lule,Uganda,797449179,Start,40141000,Start
430,Miria Obote,Uganda,797874277,Stub,40141000,Stub
431,Grace Akello,Uganda,798483499,Start,40141000,Start
432,Joyce Moriku,Uganda,798506935,Start,40141000,Start
433,David Karubanga,Uganda,799178559,Stub,40141000,Stub
434,Peter Takirambudde,Uganda,799513148,Stub,40141000,Stub
435,Mustafa Adrisi,Uganda,799651351,Stub,40141000,Stub
436,Rose Namayanja,Uganda,800003733,C,40141000,C
437,Timeline of Kampala,Uganda,800090136,C,40141000,C
438,Dora Byamukama,Uganda,800350710,Stub,40141000,Stub
439,Kirya Balaki Kebba,Uganda,800452152,C,40141000,C
440,Ismail Ogama,Uganda,800595514,Stub,40141000,Stub
441,Kassiano Wadri,Uganda,800595577,Stub,40141000,Stub
442,Abraham Waligo,Uganda,800900766,Stub,40141000,Stub
443,Rebecca Kadaga,Uganda,800965489,C,40141000,C
444,Emma Boona,Uganda,801577218,C,40141000,C
445,Augustine Nshimye,Uganda,801836959,Start,40141000,Start
446,Ibrahim Ssemujju Nganda,Uganda,801874546,C,40141000,C
447,Paulo Muwanga,Uganda,802211455,Start,40141000,Start
448,Christopher Kibanzanga,Uganda,802286792,Start,40141000,Start
449,Ezekiel Tenywa Wako of Busoga,Uganda,802517620,Stub,40141000,Stub
450,Robert Kyagulanyi Ssentamu,Uganda,802822017,GA,40141000,GA
451,Mariam Najjemba,Uganda,802972400,Start,40141000,Start
452,Bernadette Olowo,Uganda,803360897,Stub,40141000,Stub
453,Monica Azuba Ntege,Uganda,803417110,Start,40141000,Start
454,Benna Namugwanya,Uganda,804317144,Start,40141000,Start
455,Dorothy Hyuha,Uganda,804643751,Start,40141000,Start
456,Sam Cheptoris,Uganda,804781815,Start,40141000,Start
457,Betty Oyella Bigombe,Uganda,804829931,C,40141000,C
458,Muwenda Mutebi II of Buganda,Uganda,804856220,C,40141000,C
459,Nabilah Naggayi Sempala,Uganda,804883827,Start,40141000,Start
460,Charles Mayiga,Uganda,804903944,Start,40141000,Start
461,Muteesa I of Buganda,Uganda,805179937,Start,40141000,Start
462,Mwanga II of Buganda,Uganda,805289323,C,40141000,C
463,Idi Amin,Uganda,805328243,B,40141000,B
464,Irene Muloni,Uganda,805393764,Start,40141000,Start
465,Gershom Sizomu,Uganda,805409966,Start,40141000,Start
466,Specioza Kazibwe,Uganda,805435381,Start,40141000,Start
467,Janet Museveni,Uganda,805463795,C,40141000,C
468,Evelyn Anite,Uganda,805660978,C,40141000,C
469,Betty Amongi,Uganda,805668648,Start,40141000,Start
470,Cecilia Ogwal,Uganda,805668810,Start,40141000,Start
471,Doreen Amule,Uganda,805678630,Start,40141000,Start
472,Muhammad Nsereko,Uganda,806171535,Start,40141000,Start
473,Betty Nambooze,Uganda,806171836,Start,40141000,Start
474,Barbara Nekesa Oundo,Uganda,806276711,Start,40141000,Start
475,Oliver Wonekha,Uganda,806276835,Start,40141000,Start
476,Margaret Zziwa,Uganda,806337809,Start,40141000,Start
477,Mutesa II of Buganda,Uganda,806741960,C,40141000,C
478,Ignatius K. Musaazi,Uganda,807146511,C,40141000,C
479,Princess Elizabeth Nantale Mulondo,Uganda,807467793,Start,40141000,Start
480,Template:Namibia-politician-stub,Namibia,391862409,Stub,2482100,Stub
481,Template:Namibia-mayor-stub,Namibia,444756008,Stub,2482100,Stub
482,Karlous Marx Shinohamba,Namibia,706945392,Stub,2482100,Stub
483,Dawid Bezuidenhout,Namibia,714705477,Stub,2482100,Stub
484,Gabes Shihepo,Namibia,714887791,Start,2482100,Start
485,Themistokles Dudu Murorua,Namibia,715035025,Stub,2482100,Stub
486,Johannes Nakwafila,Namibia,715168821,Stub,2482100,Stub
487,Kaire Mbuende,Namibia,715193056,Stub,2482100,Stub
488,Jhonny Haikella Hakaye,Namibia,715558961,Start,2482100,Start
489,Rihupisa Justus Kandando,Namibia,715716890,Stub,2482100,Stub
490,Sebastian Ignatius ?Gobs,Namibia,715737685,Stub,2482100,Stub
491,Hans Booys,Namibia,716991969,Stub,2482100,Stub
492,Isak Katali,Namibia,717212350,Stub,2482100,Stub
493,Paulus Kapia,Namibia,717631584,Stub,2482100,Stub
494,Johannes Isaaks,Namibia,717961259,Stub,2482100,Stub
495,Usko Nghaamwa,Namibia,719244071,Stub,2482100,Stub
496,Nangolo Ithete,Namibia,719408472,Stub,2482100,Stub
497,Solomon Witbooi,Namibia,719434480,Stub,2482100,Stub
498,Willem Appollus,Namibia,719595059,Stub,2482100,Stub
499,Reggie Diergaardt,Namibia,719824825,Stub,2482100,Stub
500,Hadino Hishongwa,Namibia,719949040,Stub,2482100,Stub
501,Erastus Tjejamba,Namibia,720139575,Stub,2482100,Stub
502,Gottlob Mbaukua,Namibia,720139591,Stub,2482100,Stub
503,Ambrosius Haingura,Namibia,721140900,Stub,2482100,Stub
504,John Shaetonhodi,Namibia,721902067,Stub,2482100,Stub
505,Theofelus Eiseb,Namibia,725653685,Stub,2482100,Stub
506,Hilma Nicanor,Namibia,725836779,Stub,2482100,Stub
507,Johan de Waal,Namibia,726241234,Start,2482100,Start
508,Leon Jooste,Namibia,726241279,Stub,2482100,Stub
509,Eben van Zijl,Namibia,726241614,Stub,2482100,Stub
510,Kalla Gertze,Namibia,726549300,Start,2482100,Start
511,Festus Ueitele,Namibia,726575925,Stub,2482100,Stub
512,Moses Amweelo,Namibia,726634885,Stub,2482100,Stub
513,Paul Smit,Namibia,726685653,Start,2482100,Start
514,Alpheus Muheua,Namibia,726826653,Stub,2482100,Stub
515,Tjekero Tweya,Namibia,732970610,Stub,2482100,Stub
516,Lawrence Sampofu,Namibia,735098018,Stub,2482100,Stub
517,Marten Kapewasha,Namibia,736632076,Stub,2482100,Stub
518,Mose Penaani Tjitendero,Namibia,737894808,Stub,2482100,Stub
519,Clemens Kashuupulwa,Namibia,739326407,Stub,2482100,Stub
520,Muesee Kazapua,Namibia,742567576,Stub,2482100,Stub
521,Jan de Wet,Namibia,749312888,Start,2482100,Start
522,Auguste Xoagus,Namibia,749384677,Stub,2482100,Stub
523,Arnold Tjihuiko,Namibia,749557521,Stub,2482100,Stub
524,Hafeni Ndemula,Namibia,750064392,Stub,2482100,Stub
525,Billy Mwaningange,Namibia,750168721,Stub,2482100,Stub
526,Thimoteus Tjamuaha,Namibia,750423258,Stub,2482100,Stub
527,Ignatius Shixwameni,Namibia,756962215,Stub,2482100,Stub
528,Hansina Christiaan,Namibia,757074156,Stub,2482100,Stub
529,Elma Dienda,Namibia,757074197,Stub,2482100,Stub
530,Clara Gowases,Namibia,757074271,Stub,2482100,Stub
531,Petrina Haingura,Namibia,757074308,Stub,2482100,Stub
532,Agnes Kafula,Namibia,757075026,Stub,2482100,Stub
533,Rosa Kavara,Namibia,757075263,Stub,2482100,Stub
534,Ngohauvi Lydia Kavetu,Namibia,757075306,Stub,2482100,Stub
535,Agnes Limbo,Namibia,757075328,Start,2482100,Start
536,Teopolina Mushelenga,Namibia,757075486,Start,2482100,Start
537,Pashukeni Shoombe,Namibia,757076190,Stub,2482100,Stub
538,Katrina Hanse-Himarwa,Namibia,757565608,Stub,2482100,Stub
539,Henock Kankoshi,Namibia,757916897,Stub,2482100,Stub
540,Ida Hoffmann,Namibia,758853149,Stub,2482100,Stub
541,Sirkka Ausiku,Namibia,763773708,Start,2482100,Start
542,Royal /Ui/o/oo,Namibia,765635399,Stub,2482100,Stub
543,Andrew Matjila,Namibia,767169616,Stub,2482100,Stub
544,Nathaniel Maxuilili,Namibia,768127257,Stub,2482100,Stub
545,Richard Kamwi,Namibia,768705466,Start,2482100,Start
546,Joel Kaapanda,Namibia,768706125,Start,2482100,Start
547,Rebecca Ndjoze-Ojo,Namibia,768706805,Start,2482100,Start
548,Pohamba Shifeta,Namibia,768706876,Start,2482100,Start
549,Uahekua Herunga,Namibia,768707364,Stub,2482100,Stub
550,Silvia Makgone,Namibia,768707856,Stub,2482100,Stub
551,Uilika Nambahu,Namibia,768797762,Stub,2482100,Stub
552,Pauline Dempers,Namibia,768809413,Start,2482100,Start
553,Kovambo Nujoma,Namibia,768878536,Start,2482100,Start
554,Penehupifo Pohamba,Namibia,770535053,Start,2482100,Start
555,Hendrik Witbooi (politician),Namibia,772596247,Start,2482100,Start
556,Ben Amathila,Namibia,773039495,Start,2482100,Start
557,Heiko Lucks,Namibia,773070957,Stub,2482100,Stub
558,Netumbo Nandi-Ndaitwah,Namibia,773073864,Start,2482100,Start
559,Erasmus Hendjala,Namibia,773588389,Stub,2482100,Stub
560,Cornelius Thuhageni Njoba,Namibia,774841020,Stub,2482100,Stub
561,Jurie Viljoen,Namibia,777857622,Start,2482100,Start
562,Kandy Nehova,Namibia,778252266,Stub,2482100,Stub
563,Laura McLeod-Katjirua,Namibia,779986740,Start,2482100,Start
564,Lempy Lucas,Namibia,780240233,Start,2482100,Start
565,Jager Afrikaner,Namibia,781797749,Start,2482100,Start
566,Jan Jonker Afrikaner,Namibia,781797819,Stub,2482100,Stub
567,Usutuaije Maamberua,Namibia,782432741,Start,2482100,Start
568,Lucia Witbooi,Namibia,782487405,Stub,2482100,Stub
569,Philemon Moongo,Namibia,782702063,Start,2482100,Start
570,Margaret Mensah-Williams,Namibia,783424239,Start,2482100,Start
571,Marlene Mungunda,Namibia,783659445,Stub,2482100,Stub
572,Matheus Shikongo,Namibia,783936425,Stub,2482100,Stub
573,Hendrina Afrikaner,Namibia,785009070,Stub,2482100,Stub
574,Nickey Iyambo,Namibia,785237742,C,2482100,C
575,Willem Konjore,Namibia,785239830,Stub,2482100,Stub
576,Christian Afrikaner,Namibia,785267613,Stub,2482100,Stub
577,Manasse ?Noreseb,Namibia,787159099,GA,2482100,GA
578,Emil Appolus,Namibia,787547117,Start,2482100,Start
579,Saara Kuugongelwa,Namibia,787813373,Start,2482100,Start
580,Bernhardt Esau,Namibia,787890930,Start,2482100,Start
581,John Pandeni,Namibia,788618481,Start,2482100,Start
582,Loide Kasingo,Namibia,788620617,Start,2482100,Start
583,Anton von Wietersheim,Namibia,789457805,Start,2482100,Start
584,Emma Tuahepa,Namibia,789936651,Stub,2482100,Stub
585,Template:Namibian-politician-stub,Namibia,789946235,Stub,2482100,Stub
586,Asser Mbai,Namibia,789979998,Stub,2482100,Stub
587,Piet van der Walt,Namibia,790732456,Stub,2482100,Stub
588,Tom Alweendo,Namibia,790926872,Stub,2482100,Stub
589,Jeremia Nambinga,Namibia,790971471,Stub,2482100,Stub
590,Lucia Basson,Namibia,791521544,Stub,2482100,Stub
591,Monica Geingos,Namibia,792295818,Stub,2482100,Stub
592,Albert Kawana,Namibia,792363345,Start,2482100,Start
593,Buddy Wentworth,Namibia,792553915,Stub,2482100,Stub
594,Bernadus Swartbooi,Namibia,792730125,Stub,2482100,Stub
595,Sophia Shaningwa,Namibia,793644087,Stub,2482100,Stub
596,Clemens Kapuuo,Namibia,794649810,Start,2482100,Start
597,Joseph Obgeb Jimmy,Namibia,797028914,Stub,2482100,Stub
598,Andreas Shipanga,Namibia,797218947,C,2482100,C
599,Hermanus Beukes,Namibia,797219044,Stub,2482100,Stub
600,Elaine Trepper,Namibia,797422099,Stub,2482100,Stub
601,Anton Lubowski,Namibia,797926029,Start,2482100,Start
602,John Ya-Otto,Namibia,798445586,Stub,2482100,Stub
603,Peya Mushelenga,Namibia,798678085,Start,2482100,Start
604,Rosa Namises,Namibia,798722629,C,2482100,C
605,Mohammed Stuart,Namibia,799023818,Stub,2482100,Stub
606,David Namwandi,Namibia,799202571,Start,2482100,Start
607,Dawid Boois,Namibia,799283073,Start,2482100,Start
608,Nora Schimming-Chase,Namibia,799298806,Stub,2482100,Stub
609,Peter Naholo,Namibia,799511171,Stub,2482100,Stub
610,Monica Nashandi,Namibia,799557543,C,2482100,C
611,Sakaria Nashandi,Namibia,799557683,Stub,2482100,Stub
612,Penda Ya Ndakolo,Namibia,799557832,Stub,2482100,Stub
613,Wilfried Emvula,Namibia,799559369,Stub,2482100,Stub
614,Elia Kaiyamo,Namibia,799560238,Start,2482100,Start
615,Marx Nekongo,Namibia,799561144,Stub,2482100,Stub
616,Priscilla Beukes,Namibia,799566361,Stub,2482100,Stub
617,Philemon Malima,Namibia,799949216,Start,2482100,Start
618,Rosalia Nghidinwa,Namibia,800002912,Start,2482100,Start
619,Rudolph Kamburona,Namibia,800014905,Stub,2482100,Stub
620,Samuel Mbambo,Namibia,800067483,Start,2482100,Start
621,Brendan Simbwaye,Namibia,800092405,Start,2482100,Start
622,First Lady of Namibia,Namibia,800356701,Stub,2482100,Stub
623,Doreen Sioka,Namibia,800360997,Start,2482100,Start
624,Steve Bezuidenhout,Namibia,800697620,Stub,2482100,Stub
625,Erastus Uutoni,Namibia,801845003,Start,2482100,Start
626,Pendukeni Iivula-Ithana,Namibia,803055843,C,2482100,C
627,Nehale Mpingana,Namibia,803403039,Start,2482100,Start
628,John Mabuku,Namibia,804447986,Stub,2482100,Stub
629,Libertina Amathila,Namibia,804939484,Start,2482100,Start
630,Frans Indongo,Namibia,804964495,Start,2482100,Start
631,Eric Biwa,Namibia,804964895,Stub,2482100,Stub
632,Steve Mogotsi,Namibia,805008003,Stub,2482100,Stub
633,Clara Bohitile,Namibia,805008074,Start,2482100,Start
634,Michael Goreseb,Namibia,805053642,Stub,2482100,Stub
635,Lydia Katjita,Namibia,805054018,Start,2482100,Start
636,Asser Kuveri Kapere,Namibia,805055267,Start,2482100,Start
637,Immanuel Ngatjizeko,Namibia,805120872,Start,2482100,Start
638,Elijah Ngurare,Namibia,805772941,Start,2482100,Start
639,Sacky Shanghala,Namibia,805855320,Start,2482100,Start
640,Angelika Muharukua,Namibia,805981237,Start,2482100,Start
641,Martin Andjaba,Namibia,806653470,Stub,2482100,Stub
642,Jonker Afrikaner,Namibia,806995404,Start,2482100,Start
643,Kanuni (hompa),Namibia,807120122,Start,2482100,Start
644,Gustaphine Tjombe,Namibia,807168546,Stub,2482100,Stub
645,Template:Nigeria-politician-stub,Nigeria,391862819,Stub,181839400,Stub
646,Template:Nigeria-diplomat-stub,Nigeria,548342756,Stub,181839400,Stub
647,Template:Nigeria-activist-stub,Nigeria,563278068,Stub,181839400,Stub
648,Aliyu Ibrahim Gebi,Nigeria,639021339,Stub,181839400,Stub
649,Azeez Issa Adesiji,Nigeria,671511760,Stub,181839400,Stub
650,Salisu Buhari,Nigeria,677435096,Stub,181839400,Stub
651,Template:RiversState-politician-stub,Nigeria,683127263,Stub,181839400,Stub
652,Template:Abia State-politician-stub,Nigeria,683996491,Stub,181839400,Stub
653,Igwe Aja-Nwachukwu,Nigeria,691389889,Stub,181839400,Stub
654,Christopher Nwankwo,Nigeria,696479863,Stub,181839400,Stub
655,Henry Ajomale,Nigeria,704094181,Stub,181839400,Stub
656,Kolapo Ishola,Nigeria,704235837,Start,181839400,Start
657,Philip O. Emafo,Nigeria,704719275,Stub,181839400,Stub
658,Gidado dan Laima,Nigeria,705586751,Start,181839400,Start
659,Jolly Nyame,Nigeria,706146554,Stub,181839400,Stub
660,Michael Botmang,Nigeria,709667983,Start,181839400,Start
661,Aliyu Musa,Nigeria,710281144,Stub,181839400,Stub
662,Suleiman Takuma,Nigeria,710317252,Start,181839400,Start
663,Igwegbe Odum,Nigeria,710422165,Stub,181839400,Stub
664,Isaac Shaahu,Nigeria,710510120,Stub,181839400,Stub
665,Ahmed Musa (politician),Nigeria,710510264,Stub,181839400,Stub
666,John Kadiya,Nigeria,710510671,Stub,181839400,Stub
667,Mahmud Tukur,Nigeria,710518211,Stub,181839400,Stub
668,Dapo Sarumi,Nigeria,710533184,Stub,181839400,Stub
669,Abraham Imogie,Nigeria,710533207,Stub,181839400,Stub
670,Adelusi Adeluyi,Nigeria,710533503,Stub,181839400,Stub
671,Samuel Edem,Nigeria,710985648,Stub,181839400,Stub
672,Jacob Obande,Nigeria,711417189,Stub,181839400,Stub
673,Abba Habib,Nigeria,711545907,Stub,181839400,Stub
674,Ganiyu Dawodu,Nigeria,711978679,Stub,181839400,Stub
675,Wahab Goodluck,Nigeria,712081212,Stub,181839400,Stub
676,Eddie Mbadiwe,Nigeria,712155706,Stub,181839400,Stub
677,George Agbazika Innih,Nigeria,712289148,Start,181839400,Start
678,Oluseyi Bajulaiye,Nigeria,712500159,Stub,181839400,Stub
679,Vincent Eze Ogbulafor,Nigeria,714196192,Stub,181839400,Stub
680,Joseph Tarka,Nigeria,715792629,Start,181839400,Start
681,Peter Onu,Nigeria,716145017,Stub,181839400,Stub
682,Ayisha Osori,Nigeria,717055090,Start,181839400,Start
683,Chukwuemeka Ujam,Nigeria,717185387,Stub,181839400,Stub
684,Mamuda Aliyu Shinkafi,Nigeria,717224947,Stub,181839400,Stub
685,Steven Lawani,Nigeria,717363689,Stub,181839400,Stub
686,John Ewerekumoh Yeri,Nigeria,717535392,Stub,181839400,Stub
687,Sani Ndanusa,Nigeria,717537537,Start,181839400,Start
688,Musa Inuwa,Nigeria,717577322,Stub,181839400,Stub
689,Shehu Kangiwa,Nigeria,717579914,Start,181839400,Start
690,Usman Faruk,Nigeria,717587144,Start,181839400,Start
691,Mike Attah,Nigeria,717587540,Stub,181839400,Stub
692,Datti Abubakar,Nigeria,717588432,Stub,181839400,Stub
693,John Kpera,Nigeria,717589198,Start,181839400,Start
694,Mustapha Ismail,Nigeria,717595920,Stub,181839400,Stub
695,Joe Kalu-Igboama,Nigeria,717595956,Stub,181839400,Stub
696,Tanko Zubairu,Nigeria,717597698,Stub,181839400,Stub
697,Sunday Tuoyo,Nigeria,717601015,Stub,181839400,Stub
698,Sunday Abiodun Olukoya,Nigeria,717602204,Stub,181839400,Stub
699,Tony Ene Asuquo,Nigeria,717628113,Stub,181839400,Stub
700,Chukwuemeka Chikelu,Nigeria,717711844,Start,181839400,Start
701,Broderick Bozimo,Nigeria,717802214,Stub,181839400,Stub
702,Olu Agunloye,Nigeria,717872176,Stub,181839400,Stub
703,Saidu Barda,Nigeria,718146373,Start,181839400,Start
704,Werinipre Seibarugo,Nigeria,718210388,Stub,181839400,Stub
705,Musa Usman,Nigeria,718225373,Stub,181839400,Stub
706,Omoniyi Caleb Olubolade,Nigeria,718461820,Start,181839400,Start
707,Sefiu Adegbenga Kaka,Nigeria,719905993,Stub,181839400,Stub
708,Kingsley Esiso,Nigeria,720011103,Stub,181839400,Stub
709,Ikeje Asogwa,Nigeria,720083087,Start,181839400,Start
710,Ignatius Olisemeka,Nigeria,720161941,Stub,181839400,Stub
711,Alhaji Hassan Dalhat,Nigeria,721581071,Stub,181839400,Stub
712,Maurice Ekpenyong,Nigeria,722438087,Stub,181839400,Stub
713,Joshua M. Lidani,Nigeria,722467684,Stub,181839400,Stub
714,Haliru Dantoro,Nigeria,722859616,Stub,181839400,Stub
715,Patrick Ekpotu,Nigeria,723745966,Stub,181839400,Stub
716,Saviour Friday Udoh,Nigeria,725060895,Stub,181839400,Stub
717,Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530,Start,181839400,Start
718,Stephen Oluwole Awokoya,Nigeria,725642924,Start,181839400,Start
719,Yinka Durosinmi,Nigeria,725668970,Start,181839400,Start
720,Mahmud Shinkafi,Nigeria,726805368,Stub,181839400,Stub
721,Muhammed K. Abubakar,Nigeria,726818559,Stub,181839400,Stub
722,Nduese Essien,Nigeria,726818744,Start,181839400,Start
723,Oladapo Afolabi,Nigeria,727741721,Start,181839400,Start
724,Lloyd Chukwuemeka,Nigeria,730632839,Stub,181839400,Stub
725,Jerry Needam,Nigeria,730842731,Stub,181839400,Stub
726,Ojo Maduekwe,Nigeria,731021539,Start,181839400,Start
727,Clifford Ohiagu,Nigeria,731276297,Stub,181839400,Stub
728,Njoku Nnamdi,Nigeria,731276344,Stub,181839400,Stub
729,Iheanacho Obioma,Nigeria,731276359,Stub,181839400,Stub
730,Uchechukwu N. Maduako,Nigeria,731276379,Stub,181839400,Stub
731,Anthony Eze Enwereuzor,Nigeria,731276422,Stub,181839400,Stub
732,Macebuh Chinonyerem,Nigeria,731276452,Stub,181839400,Stub
733,Nwakanwa Chimaobi,Nigeria,731276490,Stub,181839400,Stub
734,Ameh Ebute,Nigeria,731276619,Stub,181839400,Stub
735,Tanimowo Ogunlesi,Nigeria,731579887,Stub,181839400,Stub
736,Raphael Nomiye,Nigeria,732432078,Start,181839400,Start
737,Elizabeth Ativie,Nigeria,737060177,Start,181839400,Start
738,Achike Udenwa,Nigeria,737673853,Stub,181839400,Stub
739,Michael O. Chinda,Nigeria,737771495,Stub,181839400,Stub
740,Martins Amaewhule,Nigeria,737781073,Stub,181839400,Stub
741,Frank Eke,Nigeria,737787109,Stub,181839400,Stub
742,Sarafa Tunji Ishola,Nigeria,739125240,Start,181839400,Start
743,John Mark Inienger,Nigeria,739129789,Start,181839400,Start
744,Adamu Waziri,Nigeria,739175973,Start,181839400,Start
745,Abubakar Sadiq A. Mohammed,Nigeria,739176020,Stub,181839400,Stub
746,Aliyu Obaje,Nigeria,740306640,Stub,181839400,Stub
747,L. A. Fabunmi,Nigeria,740447269,Stub,181839400,Stub
748,Temi Ejoor,Nigeria,741172432,Stub,181839400,Stub
749,John Yakubu,Nigeria,742117154,Stub,181839400,Stub
750,Boniface S. Emerengwa,Nigeria,742243239,Stub,181839400,Stub
751,Abdullahi Balarabe Salame,Nigeria,742594594,Stub,181839400,Stub
752,Patrick Koshoni,Nigeria,742684693,Start,181839400,Start
753,Samuel Ogeh,Nigeria,743083415,Stub,181839400,Stub
754,Tatari Ali,Nigeria,743190896,Start,181839400,Start
755,Odigha Odigha,Nigeria,743856621,Stub,181839400,Stub
756,Aminu Safana,Nigeria,743862677,Stub,181839400,Stub
757,Mohammed Bello Adoke,Nigeria,744087654,Start,181839400,Start
758,Samuel Bassey,Nigeria,744117777,Start,181839400,Start
759,Oluyemi Adeniji,Nigeria,744916250,Start,181839400,Start
760,Oseleye Ojuka,Nigeria,745439794,Stub,181839400,Stub
761,Edwin Ume-Ezeoke,Nigeria,745595238,Stub,181839400,Stub
762,Raymond Njoku,Nigeria,745786235,Start,181839400,Start
763,Tunji Otegbeye,Nigeria,746273474,C,181839400,C
764,Aminu Bashir Wali,Nigeria,746438262,Start,181839400,Start
765,Bashir Yuguda,Nigeria,746534137,Stub,181839400,Stub
766,Frank Ajobena,Nigeria,746565081,Stub,181839400,Stub
767,Yarima Ibrahim,Nigeria,746756722,Stub,181839400,Stub
